Opportunity Id,Account,Opp Name,Account Owner,Old Use_case__c,Proposed Use_case__c (Claude),Confidence,Needs Review,Rationale,Final Use Case Type (human),Litmus Test,Evidence,Tier,EAR,Revised Use Case Type (Pass 2),Pass 2 Notes
006UY00000NJDfRYAX,Redo,Redo - Marketing,John Meehan,Workflows,Communications & Marketing Platform,High,FALSE,"Opp details describe orchestrating outbound marketing emails/texts, with persona-based personalized messages sent based on client engagement — a textbook outbound comms/campaign orchestration workload. Legac...",,"Is the primary outcome orchestrating outbound comms/campaigns (email/SMS/push), routing, timing, compliance?",details: 'Workflow for sending marketing emails and texts ... personalized messages are sent depending on their client's engagement',1,81384,,

006UY000008rFyoYAE,JPMorgan Technology Services,JTS Banking-as-a-Service Workload,Stuart Herd,Business processes,Financial Services & Lending,Medium,TRUE,Banking-as-a-Service workload whose named core workflows are loan origination and credit card origination (regulated lending/credit product flows) plus per-product onboarding. Origination dominates over the ...,,Is the primary outcome a financial product workflow beyond payments (loan/underwriting/claims/approvals/settlement) with regulated steps?,"details: 'Onboarding new customers per product (UI status), loan origination, credit card origination'. Linked Doc '1JYRFB41...' titled 'Chase Inte...",2,80004,,JPMorgan BaaS. Opp details name loan + credit-card origination (lending) AND per-product onboarding; origination dominates b…

0065f00000DqSHsAAN,noon,Noon- Assorted APIs,Stuart Herd,Business processes,Other,Low,TRUE,"Deliberately generic (""various APIs supporting ecommerce""), no single primary outcome named. The only Drive d...",,Doesn't cleanly fit any above; needs a free-text description.,"details ""Various APIs supporting Noon Ecommerce""; Drive ""API Payment use case...",2,78000,,"Dubai e-commerce platform. Opp is deliberately generic 'various APIs supporting ecommerce', no…"

006UY000004drmvYAA,Hapara,Hapara - Student Sign Up,Grace Lua,Business processes,Customer Onboarding & Identity Verification,Medium,TRUE,Opp is the student sign-up/join-class flow: on signup Temporal provisions the student's Google Drive folders/artifacts and manages that lifecycle (separate from their roster-ingestion ETL workload). Best rea...,,Is the primary outcome getting a new customer verified + onboarded (KYC/KYB + activation)?,"Gong call 8795679081535987217: 'when we get a bunch of like students and classrooms, we actually need to create a bunch of artifacts in Google... u...",3,75000,,Hapara=edtech classroom mgmt. Gong: on student sign-up/join-class Temporal provisions Drive folders/artifacts = user activat…

006UY000002G63XYAS,Snap,Snap - Music Content ID (OSS Migration),Conrad Vogel,Business processes,AI - Processing Pipelines,Medium,TRUE,OSS-migration deal. Name 'Music Content ID' implies a fixed pipeline running music/media through analysis/models to identify content. Details are only a namespace string; linked doc was permission-denied. Th...,,"Is it a fixed pipeline running data through AI models (RAG, doc/media processing, inference, classification)?",Name: 'Snap - Music Content ID (OSS Migration)'; details 'ct-music-content-id-prod.2da40' (namespace only); Doc 1Y-rkigb... permission-denied.,2,74475.24,,Snap=media co. Name 'Music Content ID' = audio/media content-matching ML pipeline (industry-standard). Doc still permission-…

006UY00000ZM89FYAT,Proof,Proof - Document Processing / PDF Generation,Nader Afrakhan,Other,Other,Medium,TRUE,"Gong (customer's words) confirms the anchored workload = high-volume document processing & PDF generation for their legal process-serving marketplace. Not AI-driven (AI extraction + Stripe billing are explicitly separate future workloads). PDF generation is a product-specific operation, not ETL/data-sync or any vertical. Genuine catch-all.",,Doesn't cleanly fit any above; needs a free-text description.,Gong call 1867540403612167652 (lead at Proof): 'we do document processing pretty heavy... We create a lot of pdf's so I think we're going to use it there'; AI extraction + Stripe billing named as separate future workloads.,3,74400,,

006UY00000DROmjYAH,noon,Noon - Catalog content,Stuart Herd,Business processes,Data Pipelines & ETL,High,FALSE,"Bulk-updating ~1M product catalog attributes/day via flaky APIs with Temporal for resilience = moving/transforming catalog data between systems, not a physical inventory/logistics workflow and not an order w...",,"Is the primary outcome moving/transforming data between systems (sync, ingest, transform, load), not delivering a product workflow?","details: 'Update product catalog details (colour, model etc). Approx 1m products change every day. APIs to carry out the updates are flaky, Tempora...",1,72000,,e-commerce platform. Workload bulk-updates ~1M product catalog attributes/day via flaky APIs w/ Temporal for resilience = mo…

006UY00000EK6fVYAT,Loop,Loop - AI Systems Use Case,Xander Stephens,AI/ML Orchestration,AI - Processing Pipelines,High,FALSE,Loop's Temporal workload coordinates 'AI systems' that extract ~4 data points from each logistics document by running them through their in-house specialized AI models (inference/classification at scale: hun...,,"Is it a fixed pipeline running data through AI models (RAG, doc/media processing, inference, classification)?",Gong call 6389785498122155002: 'We actually extract a lot of data from documents. Imagine each document... we probably extract about four data poin...,3,72000,,

006UY00000FwN22YAF,Tella.tv,Tella - Video Export,Justin Reid,Business processes,AI - Processing Pipelines,Medium,TRUE,"Tella runs a fixed media-processing pipeline on Temporal: video export = split video into parts, fan out render jobs on Lambda, stitch back into one file; plus upload processing (transcription, audio info, v...",,"Is it a fixed pipeline running data through AI models (RAG, doc/media processing, inference, classification)?",Gong call 9221430827863985803: 'we shipped a new exporter... splitting it into very small parts... then it will stitch everything together... we ac...,3,72000,,Video creation SaaS. Gong: export = split/render(Lambda)/stitch + upload transcription = fixed media-processing pipeline. Me…

006UY00000NZz1mYAD,ChainPatrol Inc.,ChainPatrol asset scanning pipeline,John Meehan,Workflows,AI - Processing Pipelines,High,FALSE,"Fixed scanning pipeline: consumes feeds, enriches via APIs, applies detection rules, outputs threat verdicts (phishing/impersonation classification). Doc labels it an 'AI-powered security platform' / 'core d...",,"Is it a fixed pipeline running data through AI models (RAG, doc/media processing, inference, classification)?","details: 'enriches them using internal and third-party APIs, applies detection rules, and outputs verdicts on whether the assets are threats (phish...",2,72000,,Web3 brand-protection co. Doc confirms fixed pipeline: consume feeds -> enrich -> detection rules -> threat verdicts (phishi…

0065f00000OR2VIAA1,Snap,Snap - Autopilot Integration Testing (OSS Migration),Conrad Vogel,Business processes,Infrastructure Automation & CI/CD,High,FALSE,Doc names this workload: an E2E platform to run integration tests across 8-9 microservices via child workflows. Primary outcome is operating software/test infra. OSS-migration deal so kept Medium.,,"Is the primary outcome shipping/operating infra or software (deploy, provision, upgrade, rotate, rollback)?",Doc 'Snap - 2024 Renewal Positioning': 'Autopilot - integration testing - 8 or 9 microservices... E2E platform to run a set of integration tests. C...,2,69999.96,,Renewal doc names this workload: Autopilot = E2E integration-testing platform across 8-9 microservices via child workflows. …

0065f00000IVsqwAAD,"ConductorOne, Inc",ConductorOne - Provisioning + Tasks/Ticket - workload,Mirat Tayyeb,Business processes,Control Plane Operations,Medium,TRUE,Multi-workload (3 buckets); dominant = identity-access provisioning across third-party SaaS via APIs/policy —...,,Are they building/operating a platform control plane that provisions/manages other systems/tenants via APIs and policy?,"Doc: ""secures workforce identity ... central access controls and automation"";...",2,69600,,AI-native identity security platform; centralizes access controls/automation via connectors+po…

006UY00000SSVokYAH,SoFi,SoFi - Expand - Rico,Sean Dunbar,Business processes,Other,Low,TRUE,"Opp 'Expand - Rico' has Details='TBD', no doc, and CreatedDate 2025-11 (after most Gong coverage). No usable per-opp signal to identify the workload; legacy 'Business processes' is generic. Best-guess Other.",,Doesn't cleanly fit any above; needs a free-text description.,details 'TBD'; Doc null; no usable evidence,1,63708,,"SoFi consumer fintech. Details=TBD, no doc, 2025-11, name is a person ('Rico'). No workload signal. Stuck: null/TBD."

006UY000009nvmMYAQ,Circle,Circle - Minting/Burning Migration,Xander Stephens,Business processes,Payment Processing & Settlement,High,FALSE,"Workload is minting/burning USDC = issuing/redeeming a stablecoin against fiat reserves, i.e. money/value moving and settling correctly. Gong confirms 'workflow is the money flow', 1-3 business-day transacti...",,"Is the primary outcome ""money moves correctly"" (auth, capture, settlement, reconciliation)? Includes payment gateway integrations.","details 'Workload Migration: Minting and Burning USDC Coin'; Gong call 3724116328857950180: rep 'I think this is the minting and burning use case',...",3,61500,,Circle issues USDC stablecoin. Workload = minting/burning USDC (issue/redeem vs fiat reserves) = money moving/settling. Gong…

0065f000009yeSaAAI,ANZ,ANZ- Account Origination & Statements,Chris Marshment,Business Transactions,Customer Onboarding & Identity Verification,Medium,TRUE,Multi-workload (Origination + Statements); dominant half = KYC/CTF new-customer origination. DATA QUALITY: op...,,Is the primary outcome getting a new customer verified + onboarded (KYC/KYB + activation)?,"Drive ""ANZ Meeting Log"": ""Origination workflow - KYC""; ""inbound onboarding pr...",2,60000,,ANZ=bank. Two-workload opp (Origination+Statements); KYC origination dominant per Drive doc bu…

0065f000005gz5qAAA,Box,Box - File Systems - LFO,Tom Kadlick,MicroServices Orchestration,Data Pipelines & ETL,High,FALSE,"Box core-product file sync at scale (Large Folder Operations). Primary outcome is moving/syncing file data across storage/systems, not a product workflow. Legacy 'MicroServices Orchestration' was just an old...",,"Is the primary outcome moving/transforming data between systems (sync, ingest, transform, load), not delivering a product workflow?",details: 'File sync for core product/ Large Folder Operations',1,60000,,

0065f00000LjciIAAR,Netflix,Netflix - Managed Delivery,Tom Kadlick,Infrastructure applications,Infrastructure Automation & CI/CD,High,FALSE,"Netflix Managed Delivery is a continuous-delivery layer on top of Spinnaker: delivery config describes how code is provisioned per environment, with promotion/verification workflows and detecting whether a c...",,"Is the primary outcome shipping/operating infra or software (deploy, provision, upgrade, rotate, rollback)?","Doc ""Netflix Managed Delivery - Use Case"": ""delivery config describes how you want the code to be provisioned for each environment... abstraction o...",2,60000,,

0065f00000Nj4HDAAZ,Airbnb,Airbnb - MarTech - Voyager User-Triggered Notifications (Elvis/Icons & Signups),Collin Cook,SMS & Emails,Communications & Marketing Platform,High,FALSE,Event-driven MarTech notifications sending marketing emails + push to Airbnb users when listings go live; legacy value 'SMS & Emails' and 'MarTech' in name all converge on outbound comms orchestration. No co...,,"Is the primary outcome orchestrating outbound comms/campaigns (email/SMS/push), routing, timing, compliance?",details: 'Event-driven marketing notifications. Sends emails and push notifications to Airbnb users when popular listings go live.'; legacy Use_cas...,1,60000,,

006UY000001IRqnYAG,Goldsky (Endless Sky Inc.),Endless Sky- distributed snapshotting- expansion,Zac Bischoff,Business processes,Data Pipelines & ETL,High,FALSE,"Opp details ('distributed snapshotting') were thin, so anchored to the use-case doc: Goldsky runs real-time blockchain indexing/data infrastructure on Temporal — subgraph indexing, ingesting blockchain data,...",,"Is the primary outcome moving/transforming data between systems (sync, ingest, transform, load), not delivering a product workflow?","Doc ""GoldSky Meeting Notes"": ""Goldsky builds real-time blockchain indexing and data infrastructure... data pipelines, subgraph indexing, and real-t...",2,60000,,Goldsky=real-time blockchain indexing/data infra. Doc re-read: core product is data pipelines/subgraph indexing/ingestion; t…

006UY000004ttftYAA,SoFi,SoFi - Invest Team - Market Data,Sean Dunbar,Business processes,Data Pipelines & ETL,Medium,TRUE,Opp 'Invest Team - Market Data' has null Details; only a spreadsheet linked (not fetchable as a doc). Name implies ingesting/distributing market data feeds for the invest team = moving/transforming data betw...,,"Is the primary outcome moving/transforming data between systems (sync, ingest, transform, load), not delivering a product workflow?",Name 'SoFi - Invest Team - Market Data'; Details null; Doc is a spreadsheet (not classifiable content),1,60000,,SoFi Invest team ingesting/distributing market-data feeds = moving data between systems. Name+platform context lift Low->Med…
